order_id,date_commande,fournisseur,entrepot,client,produit,quantite_commandee,quantite_livree,cout_unitaire_mad,cout_total_mad,distance_km,delai_livraison_jours,retard_jours,stock_actuel,demande_prevue,taux_service_pct,cout_transport_mad,statut,rupture_stock,region,is_retard,is_rupture,taux_livraison_pct,risque_rupture,cout_par_km,cout_par_unite,mois
SC-00033,2026-02-10 15:45:00,Agadir Plastics,WH-Casablanca,Grossiste Nord,Produit F,938.0,826.0,157.6,147826.04,129.6,3.91,0.0,216.0,402,95.29,803.37,Livré,True,Centre,False,True,88.05970149253731,True,6.198842592592593,178.9661501210654,2026-02
SC-00034,2026-01-04 18:45:00,Safi Minerals,WH-Fes,Marjane,Produit E,585.0,519.0,70.81,41426.32,479.5,5.22,0.11,791.0,1696,90.8,2987.1,Livré,True,Oriental,False,True,88.71794871794872,True,6.229614181438999,79.81949903660886,2026-01
SC-00035,2026-02-06 12:30:00,Agadir Plastics,WH-Tanger,Marjane,Produit E,437.0,441.0,223.56,97695.27,338.0,3.14,0.0,1060.0,1194,84.54,3781.2,Livré,True,Oriental,False,True,100.91533180778032,True,11.18698224852071,221.53122448979593,2026-02
SC-00036,2026-06-15 14:00:00,Tanger Components,WH-Casablanca,BIM,Produit F,639.0,626.0,37.57,24008.85,622.9,7.47,3.7,977.0,58,94.01,7043.29,Livré,False,Souss,True,False,97.96557120500783,False,11.307256381441645,38.352795527156545,2026-06
SC-00037,2026-05-18 07:15:00,Tanger Components,WH-Tanger,Grossiste Sud,Produit D,900.0,874.0,36.85,33167.81,518.6,7.19,4.99,1128.0,1104,98.09,6730.89,En retard,False,Sud,True,False,97.11111111111111,False,12.97896259159275,37.94943935926773,2026-05
SC-00038,2026-06-02 20:45:00,Casa Packaging,WH-Casablanca,Export Client,Produit C,1009.0,966.0,52.27,52743.21,329.2,9.49,7.27,4284.0,372,97.54,2081.55,Livré,False,Nord,True,False,95.73835480673935,False,6.32305589307412,54.59959627329192,2026-06
SC-00039,2026-02-19 17:15:00,Agadir Plastics,WH-Marrakech,Pharmacie Centrale,Produit F,725.0,699.0,121.83,88323.25,235.1,3.84,0.9,720.0,1233,98.26,2958.62,Livré,True,Nord,False,True,96.41379310344827,True,12.584517226712038,126.3565808297568,2026-02
SC-00040,2026-02-05 14:45:00,Casa Packaging,WH-Marrakech,Retail Pro,Produit C,535.0,504.0,13.84,7403.63,194.5,7.37,4.95,2199.0,1084,94.47,1871.78,Livré,False,Sud,True,False,94.2056074766355,False,9.623547557840617,14.689742063492064,2026-02
SC-00041,2026-06-09 20:45:00,Fes Textiles,WH-Marrakech,Marjane,Produit E,118.0,113.0,27.66,3263.78,68.7,4.92,1.99,835.0,29,90.63,723.63,Livré,False,Oriental,False,False,95.76271186440678,False,10.533187772925764,28.883008849557523,2026-06
SC-00042,2026-02-25 19:00:00,Tanger Components,WH-Agadir,Retail Pro,Produit D,499.0,464.0,130.52,65131.74,753.8,6.17,2.94,5576.0,1551,84.42,5197.78,Livré,False,Nord,True,False,92.98597194388778,False,6.895436455293181,140.37012931034482,2026-02
SC-00043,2026-01-04 15:30:00,Safi Minerals,WH-Casablanca,Retail Pro,Produit A,117.0,117.0,188.32,22033.69,158.3,4.67,0.0,3488.0,1433,90.85,1825.64,Livré,False,Centre,False,False,100.0,False,11.532785849652559,188.32213675213674,2026-01
SC-00044,2026-03-15 20:00:00,Rabat Pharma,WH-Marrakech,Export Client,Produit F,970.0,935.0,173.73,168518.5,591.5,7.25,2.68,2813.0,824,86.9,7016.01,Livré,False,Sud,True,False,96.3917525773196,False,11.861386306001691,180.23368983957218,2026-03
SC-00045,2026-02-08 20:30:00,Tanger Components,WH-Agadir,BIM,Produit F,571.0,514.0,16.79,9587.08,211.7,7.18,0.71,5659.0,125,95.32,1404.05,Partiel,False,Centre,False,False,90.01751313485113,False,6.632262635805385,18.651906614785993,2026-02
SC-00046,2026-02-02 20:15:00,Safi Minerals,WH-Casablanca,Grossiste Sud,Produit F,904.0,873.0,204.17,184566.03,521.7,19.43,16.85,4722.0,206,90.24,5331.57,Livré,False,Nord,True,False,96.570796460177,False,10.219608970672798,211.41584192439862,2026-02
SC-00047,2026-04-20 19:45:00,Fes Textiles,WH-Marrakech,Marjane,Produit D,809.0,795.0,31.82,25743.42,505.9,7.43,3.96,5498.0,651,95.94,4622.78,Livré,False,Oriental,True,False,98.26946847960446,False,9.13773473018383,32.381660377358486,2026-04
SC-00048,2026-04-12 08:30:00,Tanger Components,WH-Tanger,Pharmacie Centrale,Produit C,952.0,891.0,80.95,77065.52,574.2,7.41,1.36,1102.0,1751,89.95,3922.47,Livré,True,Oriental,False,True,93.59243697478992,True,6.831191222570532,86.49328843995511,2026-04
SC-00049,2026-02-28 21:30:00,Agadir Plastics,WH-Agadir,Grossiste Nord,Produit E,211.0,213.0,235.69,49731.29,333.6,6.74,0.49,3929.0,1287,97.37,2983.64,Livré,False,Centre,False,False,100.9478672985782,False,8.943764988009592,233.48023474178405,2026-02
SC-00050,2026-01-23 09:15:00,Agadir Plastics,WH-Marrakech,Grossiste Sud,Produit F,335.0,324.0,105.19,35238.67,98.4,7.94,2.76,4063.0,1029,96.17,797.94,Livré,False,Oriental,True,False,96.71641791044776,False,8.109146341463415,108.76132716049382,2026-01
SC-00051,2026-03-21 19:15:00,Tanger Components,WH-Marrakech,Grossiste Nord,Produit D,582.0,987.0,194.37,198256.89,296.1,14.49,6.92,1245.0,1508,87.59,3300.08,Annulé,True,Oriental,True,True,169.58762886597938,True,11.1451536643026,200.86817629179333,2026-03
SC-00052,2026-03-17 20:00:00,Marrakech Food,WH-Fes,Retail Pro,Produit C,559.0,543.0,83.48,46663.97,706.4,7.25,4.03,4614.0,1544,88.93,7845.67,Livré,False,Centre,True,False,97.13774597495528,False,11.1065543601359,85.93732965009208,2026-03
SC-00053,2026-05-20 08:00:00,Agadir Plastics,WH-Casablanca,Pharmacie Centrale,Produit F,81.0,71.0,200.45,16236.59,236.7,2.74,0.0,2240.0,1251,86.2,2388.63,Livré,False,Souss,False,False,87.65432098765432,False,10.091381495564006,228.6843661971831,2026-05
SC-00054,2026-06-07 20:00:00,Rabat Pharma,WH-Casablanca,Grossiste Sud,Produit B,57.0,55.0,229.92,13105.43,455.3,9.06,3.12,2946.0,905,98.26,5813.48,Livré,False,Sud,True,False,96.49122807017544,False,12.768460355809355,238.28054545454546,2026-06
SC-00055,2026-05-21 12:15:00,Fes Textiles,WH-Casablanca,BIM,Produit B,559.0,482.0,29.11,16274.91,160.3,8.93,2.08,51.0,1407,89.03,1569.0,Livré,True,Oriental,True,True,86.22540250447227,True,9.787897691827823,33.7653734439834,2026-05
SC-00056,2026-01-15 09:00:00,Rabat Pharma,WH-Fes,Marjane,Produit D,1101.0,1008.0,126.36,139121.38,350.5,4.71,0.66,2966.0,58,97.63,3668.15,Livré,False,Sud,False,False,91.55313351498637,False,10.465477888730385,138.01724206349206,2026-01
SC-00057,2026-05-16 14:30:00,Rabat Pharma,WH-Agadir,Retail Pro,Produit D,94.0,94.0,143.34,13473.81,593.6,4.66,1.46,5825.0,78,87.06,4427.77,Livré,False,Sud,False,False,100.0,False,7.459181266846362,143.33840425531915,2026-05
SC-00058,2026-02-02 10:00:00,Tanger Components,WH-Fes,Carrefour,Produit E,1129.0,1146.0,232.16,262107.64,80.2,5.29,0.0,1730.0,1448,89.12,642.61,Livré,False,Oriental,False,False,101.50575730735163,False,8.012593516209476,228.71521815008728,2026-02
SC-00059,2026-05-16 16:45:00,Fes Textiles,WH-Casablanca,Marjane,Produit B,422.0,363.0,123.57,71904.44,654.4,7.13,1.27,4198.0,289,99.38,7847.49,Livré,False,Sud,False,False,86.01895734597157,False,11.991885696821516,198.0838567493113,2026-05
SC-00060,2026-01-21 10:15:00,Safi Minerals,WH-Agadir,Carrefour,Produit F,941.0,889.0,87.05,81913.19,473.2,7.17,3.3,4578.0,339,84.74,3259.54,Livré,False,Sud,True,False,94.4739638682253,False,6.888292476754016,92.14082114735659,2026-01
SC-00061,2026-03-03 21:15:00,Rabat Pharma,WH-Agadir,Carrefour,Produit B,116.0,114.0,182.92,21218.97,539.1,7.13,2.77,3241.0,357,82.24,5789.28,Livré,False,Souss,True,False,98.27586206896551,False,10.738786867000556,186.1313157894737,2026-03
SC-00062,2026-06-14 22:30:00,Agadir Plastics,WH-Casablanca,Grossiste Nord,Produit A,168.0,159.0,113.33,19039.3,471.9,6.08,0.0,4909.0,218,96.11,5672.43,Livré,False,Centre,False,False,94.64285714285714,False,12.020406865861412,119.7440251572327,2026-06
SC-00063,2026-02-02 08:45:00,Tanger Components,WH-Tanger,Grossiste Nord,Produit F,319.0,304.0,185.99,59331.25,114.7,4.58,2.23,4670.0,1200,83.36,1439.51,Livré,False,Souss,True,False,95.29780564263322,False,12.55021795989538,195.16858552631578,2026-02
SC-00064,2026-06-11 11:15:00,Marrakech Food,WH-Marrakech,Carrefour,Produit F,1168.0,1183.0,35.32,41252.45,412.6,3.94,2.2,3215.0,332,82.42,3880.31,Livré,False,Oriental,True,False,101.28424657534248,False,9.40453223460979,34.87104818258664,2026-06
SC-00065,2026-03-08 15:45:00,Rabat Pharma,WH-Agadir,Carrefour,Produit E,149.0,137.0,181.56,27051.76,681.0,5.88,4.33,4280.0,1585,98.57,4254.06,Livré,False,Souss,True,False,91.94630872483222,False,6.246784140969163,197.45810218978102,2026-03
SC-00066,2026-03-06 18:15:00,Tanger Components,WH-Tanger,Export Client,Produit E,868.0,843.0,138.2,119955.44,690.1,7.05,9.13,413.0,537,96.92,8753.6,Livré,True,Nord,True,True,97.11981566820278,True,12.684538472685118,142.29589561091342,2026-03
SC-00067,2026-05-23 22:15:00,Fes Textiles,WH-Fes,Carrefour,Produit E,681.0,648.0,208.06,141690.07,637.3,7.73,2.11,4031.0,1354,93.32,4541.02,Livré,False,Oriental,True,False,95.15418502202643,False,7.125404048328889,218.65751543209876,2026-05
SC-00068,2026-02-13 18:00:00,Casa Packaging,WH-Marrakech,Grossiste Sud,Produit F,739.0,745.0,193.35,142885.44,638.8,5.01,0.0,5676.0,1453,98.11,4426.54,Livré,False,Souss,False,False,100.81190798376186,False,6.929461490294302,191.79253691275167,2026-02
SC-00069,2026-06-11 09:45:00,Marrakech Food,WH-Casablanca,Marjane,Produit C,104.0,97.0,140.41,14602.14,355.6,8.29,5.83,5993.0,1655,87.52,3763.34,En retard,False,Centre,True,False,93.26923076923077,False,10.583070866141732,150.53752577319588,2026-06
SC-00070,2026-03-20 08:00:00,Marrakech Food,WH-Agadir,Grossiste Sud,Produit E,1096.0,983.0,176.08,192979.13,334.0,10.17,5.08,1195.0,1179,96.84,3106.59,Livré,False,Souss,True,False,89.6897810218978,False,9.30116766467066,196.31651068158698,2026-03
SC-00071,2026-06-10 17:30:00,Safi Minerals,WH-Agadir,Pharmacie Centrale,Produit D,221.0,224.0,34.91,7715.41,372.8,7.16,4.91,2839.0,1556,95.24,3085.87,Livré,False,Centre,True,False,101.35746606334841,False,8.277548283261803,34.44379464285714,2026-06
SC-00072,2026-02-21 06:00:00,Fes Textiles,WH-Agadir,BIM,Produit B,992.0,935.0,138.42,137316.58,176.7,3.49,0.0,1274.0,857,96.45,2066.95,Livré,False,Sud,False,False,94.25403225806451,False,11.697509903791737,146.8626524064171,2026-02
SC-00073,2026-04-23 22:45:00,Agadir Plastics,WH-Fes,BIM,Produit B,799.0,807.0,76.55,61166.54,146.7,3.66,0.72,3768.0,314,91.05,1637.41,Livré,False,Souss,False,False,101.00125156445556,False,11.161622358554876,75.79496902106568,2026-04
SC-00074,2026-03-09 16:30:00,Fes Textiles,WH-Tanger,Marjane,Produit E,1071.0,954.0,193.02,206727.53,728.8,6.92,0.46,5422.0,564,98.69,5342.89,En retard,False,Souss,False,False,89.07563025210085,False,7.331078485181121,216.69552410901468,2026-03
SC-00075,2026-01-20 20:30:00,Agadir Plastics,WH-Casablanca,Grossiste Sud,Produit F,595.0,553.0,206.69,122979.88,30.6,3.38,0.0,4249.0,738,87.11,258.12,Livré,False,Souss,False,False,92.94117647058823,False,8.435294117647059,222.3867631103074,2026-01
SC-00076,2026-01-03 09:45:00,Safi Minerals,WH-Agadir,Carrefour,Produit A,617.0,564.0,230.22,142046.77,161.7,9.18,1.94,3941.0,161,96.29,1384.35,Partiel,False,Souss,False,False,91.41004862236629,False,8.561224489795919,251.85597517730494,2026-01
SC-00077,2026-03-31 20:15:00,Marrakech Food,WH-Casablanca,Retail Pro,Produit F,795.0,755.0,171.11,136031.54,452.8,7.27,2.73,596.0,1612,99.16,5331.24,Livré,True,Nord,True,True,94.9685534591195,True,11.773939929328622,180.17422516556292,2026-03
SC-00078,2026-03-11 10:15:00,Agadir Plastics,WH-Agadir,Retail Pro,Produit F,904.0,795.0,99.6,90039.17,129.5,2.33,0.0,3484.0,1658,93.06,1422.81,Livré,False,Souss,False,False,87.9424778761062,False,10.986949806949806,113.2568176100629,2026-03
SC-00079,2026-02-25 19:30:00,Fes Textiles,WH-Agadir,Marjane,Produit E,415.0,414.0,237.46,98547.07,437.4,5.72,0.0,1709.0,622,85.51,3082.67,En retard,False,Oriental,False,False,99.75903614457832,False,7.047713763145863,238.03640096618358,2026-02
SC-00080,2026-06-15 20:15:00,Agadir Plastics,WH-Tanger,Retail Pro,Produit E,156.0,150.0,155.39,24240.61,512.7,3.48,0.0,1757.0,565,91.66,4677.67,En retard,False,Nord,False,False,96.15384615384616,False,9.123600546128339,161.60406666666668,2026-06
SC-00081,2026-01-15 08:45:00,Rabat Pharma,WH-Casablanca,Carrefour,Produit A,1160.0,1026.0,12.39,14372.55,561.5,10.73,3.13,3937.0,1588,93.58,6449.63,Livré,False,Centre,True,False,88.44827586206897,False,11.486429207479965,14.008333333333333,2026-01
SC-00082,2026-04-14 07:15:00,Marrakech Food,WH-Casablanca,BIM,Produit D,1125.0,1033.0,161.07,181206.1,25.0,5.24,2.28,2212.0,21,82.55,271.14,Livré,False,Sud,True,False,91.82222222222222,False,10.8456,175.41732817037754,2026-04
SC-00083,2026-04-19 11:00:00,Fes Textiles,WH-Agadir,Pharmacie Centrale,Produit F,175.0,174.0,223.81,39167.33,124.8,4.53,3.46,3797.0,1632,87.86,1035.44,En retard,False,Sud,True,False,99.42857142857143,False,8.296794871794873,225.09959770114943,2026-04
SC-00084,2026-06-26 07:45:00,Agadir Plastics,WH-Tanger,Grossiste Sud,Produit C,64.0,64.0,177.56,11364.03,144.2,3.27,2.99,3486.0,152,94.11,979.64,Livré,False,Oriental,True,False,100.0,False,6.79361997226075,177.56296875,2026-06
SC-00085,2026-01-22 12:45:00,Fes Textiles,WH-Agadir,Marjane,Produit F,577.0,562.0,234.27,135172.9,322.1,2.56,0.0,883.0,193,97.17,3323.4,Livré,False,Oriental,False,False,97.4003466204506,False,10.317913691400186,240.52117437722418,2026-01
SC-00086,2026-02-03 06:15:00,Fes Textiles,WH-Fes,Retail Pro,Produit D,1096.0,944.0,79.12,86711.97,243.8,2.55,0.0,997.0,801,89.05,2442.05,Livré,False,Oriental,False,False,86.13138686131386,False,10.016611977030353,91.85590042372881,2026-02
SC-00087,2026-05-26 22:15:00,Tanger Components,WH-Marrakech,Pharmacie Centrale,Produit A,121.0,104.0,15.68,1897.36,487.9,5.2,0.0,2557.0,486,97.19,4134.68,Livré,False,Nord,False,False,85.9504132231405,False,8.474441483910638,18.243846153846153,2026-05
SC-00088,2026-06-12 22:15:00,Rabat Pharma,WH-Marrakech,Pharmacie Centrale,Produit C,326.0,289.0,182.78,59587.91,391.85,11.17,9.55,4926.0,1552,83.67,3307.65,En retard,False,Centre,True,False,88.65030674846625,False,8.441112670664795,206.18653979238755,2026-06
SC-00089,2026-01-14 11:15:00,Rabat Pharma,WH-Agadir,Grossiste Sud,Produit A,316.0,319.0,73.51,23230.5,573.6,5.64,3.19,2933.0,34,91.44,4556.51,En retard,False,Souss,True,False,100.9493670886076,False,7.943706415620642,72.82288401253919,2026-01
SC-00090,2026-04-24 18:30:00,Rabat Pharma,WH-Casablanca,Retail Pro,Produit A,117.0,112.0,235.91,27601.28,307.3,6.8,3.09,3536.0,1301,87.22,2922.12,Livré,False,Souss,True,False,95.72649572649573,False,9.509013992840872,246.44,2026-04
SC-00091,2026-03-27 19:45:00,Fes Textiles,WH-Fes,Marjane,Produit F,558.0,481.0,123.34,68823.61,525.5,6.19,0.0,5818.0,913,84.76,3578.78,Partiel,False,Souss,False,False,86.20071684587813,False,6.81023786869648,143.08442827442826,2026-03
SC-00092,2026-06-13 08:45:00,Marrakech Food,WH-Agadir,Carrefour,Produit A,694.0,684.0,191.07,132604.26,464.3,8.79,4.97,5073.0,162,86.47,5557.27,Partiel,False,Nord,True,False,98.55907780979827,False,11.969136334266638,193.86587719298248,2026-06
SC-00093,2026-03-25 15:15:00,Safi Minerals,WH-Casablanca,BIM,Produit E,39.0,35.0,215.62,8409.03,632.3,7.76,1.72,5989.0,57,86.03,5999.99,Livré,False,Oriental,False,False,89.74358974358975,False,9.489150719595129,240.258,2026-03
SC-00094,2026-01-09 17:15:00,Safi Minerals,WH-Tanger,Export Client,Produit F,703.0,666.0,106.6,74940.3,730.3,4.2,0.0,2622.0,812,86.58,7977.42,Livré,False,Nord,False,False,94.73684210526315,False,10.923483499931535,112.52297297297298,2026-01
SC-00095,2026-02-05 14:45:00,Marrakech Food,WH-Tanger,BIM,Produit D,557.0,488.0,60.19,33523.93,186.2,3.85,0.0,1282.0,596,90.52,2177.03,Livré,False,Souss,False,False,87.61220825852783,False,11.691890440386683,68.69657786885246,2026-02
SC-00096,2026-04-08 21:45:00,Rabat Pharma,WH-Agadir,BIM,Produit A,223.0,215.0,37.5,8362.5,378.5,4.49,1.14,2939.0,771,91.45,3381.85,En retard,False,Nord,False,False,96.41255605381166,False,8.934874504623513,38.895348837209305,2026-04
SC-00097,2026-05-23 15:45:00,Tanger Components,WH-Casablanca,Grossiste Nord,Produit E,258.0,243.0,179.35,46272.7,559.2,7.23,3.15,5379.0,976,83.38,4774.59,Livré,False,Souss,True,False,94.18604651162791,False,8.538251072961373,190.42263374485594,2026-05
SC-00098,2026-04-06 11:30:00,Marrakech Food,WH-Tanger,Grossiste Sud,Produit A,303.0,590.0,183.44,55582.34,161.5,5.54,0.66,3857.0,1082,95.9,926.71,Livré,False,Centre,False,False,194.71947194719473,False,5.738142414860682,94.20735593220338,2026-04
SC-00099,2026-05-13 22:45:00,Agadir Plastics,WH-Tanger,Grossiste Sud,Produit E,267.0,252.0,160.11,42749.86,41.5,1.7,0.0,5333.0,142,99.18,333.87,Livré,False,Centre,False,False,94.3820224719101,False,8.045060240963856,169.6423015873016,2026-05
